id,Tweet,Label,rm_special,remove_number,remove_p,tokens,stopword,remove_whitespace_LT,remove_whitespace_multiple,preprocess_tweet
21,"Unit kerja lg terima mahasiswa program magang kampus merdeka. Ntar mau minta testi aahhhh, testi org sipil yg dikasi kesempatan kerja bbrp bulan di pemerintahan, sesuai ekspektasi apa gmn 🤭🤭🤭.",Mendukung,Unit kerja lg terima mahasiswa program magang kampus merdeka. Ntar mau minta testi aahhhh testi org sipil yg dikasi kesempatan kerja bbrp bulan di pemerintahan sesuai ekspektasi apa gmn ???.,Unit kerja lg terima mahasiswa program magang kampus merdeka. Ntar mau minta testi aahhhh testi org sipil yg dikasi kesempatan kerja bbrp bulan di pemerintahan sesuai ekspektasi apa gmn ???.,Unit kerja lg terima mahasiswa program magang kampus merdeka Ntar mau minta testi aahhhh testi org sipil yg dikasi kesempatan kerja bbrp bulan di pemerintahan sesuai ekspektasi apa gmn ,"['Unit', 'kerja', 'lg', 'terima', 'mahasiswa', 'program', 'magang', 'kampus', 'merdeka', 'Ntar', 'mau', 'minta', 'testi', 'aahhhh', 'testi', 'org', 'sipil', 'yg', 'dikasi', 'kesempatan', 'kerja', 'bbrp', 'bulan', 'di', 'pemerintahan', 'sesuai', 'ekspektasi', 'apa', 'gmn']",unit kerja lg terima mahasiswa program magang kampus merdeka ntar testi aahhhh testi org sipil yg dikasi kesempatan kerja bbrp pemerintahan sesuai ekspektasi gmn,unit kerja lg terima mahasiswa program magang kampus merdeka ntar testi aahhhh testi org sipil yg dikasi kesempatan kerja bbrp pemerintahan sesuai ekspektasi gmn,unit kerja lg terima mahasiswa program magang kampus merdeka ntar testi aahhhh testi org sipil yg dikasi kesempatan kerja bbrp pemerintahan sesuai ekspektasi gmn,unit kerja lg terima mahasiswa program magang kampus merdeka ntar testi aahhhh testi org sipil yg kasi sempat kerja bbrp perintah sesuai ekspektasi gmn
22,"@ram_dani_ @tirta_cipeng Saran aja, nanti semester depan ikut program kampus merdeka, ambil studi independen(semacam course/bootcamp). Banyak bootcamp2 bagus dan Gratis. Berguna bgt ilmunya krn diajarin dr basic lagi.",Mendukung,_dani_ _cipeng Saran aja nanti semester depan ikut program kampus merdeka ambil studi independen(semacam course/bootcamp). Banyak bootcamp2 bagus dan Gratis. Berguna bgt ilmunya krn diajarin dr basic lagi.,_dani_ _cipeng Saran aja nanti semester depan ikut program kampus merdeka ambil studi independen(semacam course/bootcamp). Banyak bootcamp bagus dan Gratis. Berguna bgt ilmunya krn diajarin dr basic lagi.,dani cipeng Saran aja nanti semester depan ikut program kampus merdeka ambil studi independensemacam coursebootcamp Banyak bootcamp bagus dan Gratis Berguna bgt ilmunya krn diajarin dr basic lagi,"['dani', 'cipeng', 'Saran', 'aja', 'nanti', 'semester', 'depan', 'ikut', 'program', 'kampus', 'merdeka', 'ambil', 'studi', 'independensemacam', 'coursebootcamp', 'Banyak', 'bootcamp', 'bagus', 'dan', 'Gratis', 'Berguna', 'bgt', 'ilmunya', 'krn', 'diajarin', 'dr', 'basic', 'lagi']",dani cipeng saran aja semester program kampus merdeka studi independensemacam coursebootcamp bootcamp bagus gratis berguna bgt ilmunya krn diajarin dr basic,dani cipeng saran aja semester program kampus merdeka studi independensemacam coursebootcamp bootcamp bagus gratis berguna bgt ilmunya krn diajarin dr basic,dani cipeng saran aja semester program kampus merdeka studi independensemacam coursebootcamp bootcamp bagus gratis berguna bgt ilmunya krn diajarin dr basic,dan cipeng saran aja semester program kampus merdeka studi independensemacam coursebootcamp bootcamp bagus gratis guna bgt ilmu krn diajarin dr basic
23,@algonacci jujur sebagai alumni 2x program kampus merdeka sebenarnya program ini bagus banget segalanya di fasilitasin sama negara tinggal niatnya buat belajar aja dikuatin belum tentu mentri pendidikan selanjutnya mau lanjutin program ini,Mendukung,jujur sebagai alumni 2x program kampus merdeka sebenarnya program ini bagus banget segalanya di fasilitasin sama negara tinggal niatnya buat belajar aja dikuatin belum tentu mentri pendidikan selanjutnya mau lanjutin program ini,jujur sebagai alumni x program kampus merdeka sebenarnya program ini bagus banget segalanya di fasilitasin sama negara tinggal niatnya buat belajar aja dikuatin belum tentu mentri pendidikan selanjutnya mau lanjutin program ini,jujur sebagai alumni x program kampus merdeka sebenarnya program ini bagus banget segalanya di fasilitasin sama negara tinggal niatnya buat belajar aja dikuatin belum tentu mentri pendidikan selanjutnya mau lanjutin program ini,"['jujur', 'sebagai', 'alumni', 'x', 'program', 'kampus', 'merdeka', 'sebenarnya', 'program', 'ini', 'bagus', 'banget', 'segalanya', 'di', 'fasilitasin', 'sama', 'negara', 'tinggal', 'niatnya', 'buat', 'belajar', 'aja', 'dikuatin', 'belum', 'tentu', 'mentri', 'pendidikan', 'selanjutnya', 'mau', 'lanjutin', 'program', 'ini']",jujur alumni x program kampus merdeka program bagus fasilitasin negara tinggal niatnya belajar aja dikuatin mentri pendidikan lanjutin program,jujur alumni x program kampus merdeka program bagus fasilitasin negara tinggal niatnya belajar aja dikuatin mentri pendidikan lanjutin program,jujur alumni x program kampus merdeka program bagus fasilitasin negara tinggal niatnya belajar aja dikuatin mentri pendidikan lanjutin program,jujur alumni x program kampus merdeka program bagus fasilitasin negara tinggal niat ajar aja dikuatin tri didik lanjutin program
24,Jujur rada iri ama program kampus merdeka anjrit w jg pengen magang di kementrian😭,Mendukung,Jujur rada iri ama program kampus merdeka anjrit w jg pengen magang di kementrian?,Jujur rada iri ama program kampus merdeka anjrit w jg pengen magang di kementrian?,Jujur rada iri ama program kampus merdeka anjrit w jg pengen magang di kementrian,"['Jujur', 'rada', 'iri', 'ama', 'program', 'kampus', 'merdeka', 'anjrit', 'w', 'jg', 'pengen', 'magang', 'di', 'kementrian']",jujur rada iri ama program kampus merdeka anjrit w jg pengen magang kementrian,jujur rada iri ama program kampus merdeka anjrit w jg pengen magang kementrian,jujur rada iri ama program kampus merdeka anjrit w jg pengen magang kementrian,jujur rada iri ama program kampus merdeka anjrit w jg ken magang tri
25,"Permisi min, perkenalkan saya hasri &amp; skrng sdg mengikuti program magang kampus merdeka di dyandra.

Izin bertanya, kan dyandra mau bikin acara exhibition mobil di Subay, nah kalau mau mempromosikan acara di ig @BanggaSurabaya itu harus menghubungi siapa ya?

Terimakasih",Mendukung,Permisi min perkenalkan saya hasri &amp; skrng sdg mengikuti program magang kampus merdeka di dyandra. Izin bertanya kan dyandra mau bikin acara exhibition mobil di Subay nah kalau mau mempromosikan acara di ig itu harus menghubungi siapa ya? Terimakasih,Permisi min perkenalkan saya hasri &amp; skrng sdg mengikuti program magang kampus merdeka di dyandra. Izin bertanya kan dyandra mau bikin acara exhibition mobil di Subay nah kalau mau mempromosikan acara di ig itu harus menghubungi siapa ya? Terimakasih,Permisi min perkenalkan saya hasri amp skrng sdg mengikuti program magang kampus merdeka di dyandra Izin bertanya kan dyandra mau bikin acara exhibition mobil di Subay nah kalau mau mempromosikan acara di ig itu harus menghubungi siapa ya Terimakasih,"['Permisi', 'min', 'perkenalkan', 'saya', 'hasri', 'amp', 'skrng', 'sdg', 'mengikuti', 'program', 'magang', 'kampus', 'merdeka', 'di', 'dyandra', 'Izin', 'bertanya', 'kan', 'dyandra', 'mau', 'bikin', 'acara', 'exhibition', 'mobil', 'di', 'Subay', 'nah', 'kalau', 'mau', 'mempromosikan', 'acara', 'di', 'ig', 'itu', 'harus', 'menghubungi', 'siapa', 'ya', 'Terimakasih']",permisi min perkenalkan hasri amp skrng sdg mengikuti program magang kampus merdeka dyandra izin dyandra bikin acara exhibition mobil subay mempromosikan acara ig menghubungi ya terimakasih,permisi min perkenalkan hasri amp skrng sdg mengikuti program magang kampus merdeka dyandra izin dyandra bikin acara exhibition mobil subay mempromosikan acara ig menghubungi ya terimakasih,permisi min perkenalkan hasri amp skrng sdg mengikuti program magang kampus merdeka dyandra izin dyandra bikin acara exhibition mobil subay mempromosikan acara ig menghubungi ya terimakasih,permisi min kenal hasri amp skrng sdg ikut program magang kampus merdeka dyandra izin dyandra bikin acara exhibition mobil subay promosi acara ig hubung ya terimakasih
26,Hallo aku mahasiwa angkatan 2019 dan targetku tahun ini nanti aku udah lulus cuma untuk nunggu pratoga nya di tahun depan aja aku kira ngga masalah. Nah ini kan aku lihat program magang kampus merdeka udah ditutup dan kemungkinan buka nya nanti juni atau juli kalau magang (cont),Mendukung,Hallo aku mahasiwa angkatan 2019 dan targetku tahun ini nanti aku udah lulus cuma untuk nunggu pratoga nya di tahun depan aja aku kira ngga masalah. Nah ini kan aku lihat program magang kampus merdeka udah ditutup dan kemungkinan buka nya nanti juni atau juli kalau magang (cont),Hallo aku mahasiwa angkatan  dan targetku tahun ini nanti aku udah lulus cuma untuk nunggu pratoga nya di tahun depan aja aku kira ngga masalah. Nah ini kan aku lihat program magang kampus merdeka udah ditutup dan kemungkinan buka nya nanti juni atau juli kalau magang (cont),Hallo aku mahasiwa angkatan  dan targetku tahun ini nanti aku udah lulus cuma untuk nunggu pratoga nya di tahun depan aja aku kira ngga masalah Nah ini kan aku lihat program magang kampus merdeka udah ditutup dan kemungkinan buka nya nanti juni atau juli kalau magang cont,"['Hallo', 'aku', 'mahasiwa', 'angkatan', 'dan', 'targetku', 'tahun', 'ini', 'nanti', 'aku', 'udah', 'lulus', 'cuma', 'untuk', 'nunggu', 'pratoga', 'nya', 'di', 'tahun', 'depan', 'aja', 'aku', 'kira', 'ngga', 'masalah', 'Nah', 'ini', 'kan', 'aku', 'lihat', 'program', 'magang', 'kampus', 'merdeka', 'udah', 'ditutup', 'dan', 'kemungkinan', 'buka', 'nya', 'nanti', 'juni', 'atau', 'juli', 'kalau', 'magang', 'cont']",hallo mahasiwa angkatan targetku udah lulus nunggu pratoga nya aja ngga lihat program magang kampus merdeka udah ditutup buka nya juni juli magang,hallo mahasiwa angkatan targetku udah lulus nunggu pratoga nya aja ngga lihat program magang kampus merdeka udah ditutup buka nya juni juli magang,hallo mahasiwa angkatan targetku udah lulus nunggu pratoga nya aja ngga lihat program magang kampus merdeka udah ditutup buka nya juni juli magang,hallo mahasiwa angkat target udah lulus nunggu pratoga nya aja ngga lihat program magang kampus merdeka udah tutup buka nya juni juli magang
27,"@collegemenfess Gw bener bener paham gara"" dulu ikut program kampus merdeka nder",Mendukung,"Gw bener bener paham gara"" dulu ikut program kampus merdeka nder","Gw bener bener paham gara"" dulu ikut program kampus merdeka nder",Gw bener bener paham gara dulu ikut program kampus merdeka nder,"['Gw', 'bener', 'bener', 'paham', 'gara', 'dulu', 'ikut', 'program', 'kampus', 'merdeka', 'nder']",gw bener bener paham gara program kampus merdeka,gw bener bener paham gara program kampus merdeka,gw bener bener paham gara program kampus merdeka,gw bener bener paham gara program kampus merdeka
28,@collegemenfess Sebenrnya gapapa ikut program kampus merdeka tapi kek dibagi gitu jgn kampus merdeka aja. Apalagi rolenya beda2 kek gak penjurusan gitu ati2 ya!,Mendukung,Sebenrnya gapapa ikut program kampus merdeka tapi kek dibagi gitu jgn kampus merdeka aja. Apalagi rolenya beda2 kek gak penjurusan gitu ati2 ya!,Sebenrnya gapapa ikut program kampus merdeka tapi kek dibagi gitu jgn kampus merdeka aja. Apalagi rolenya beda kek gak penjurusan gitu ati ya!,Sebenrnya gapapa ikut program kampus merdeka tapi kek dibagi gitu jgn kampus merdeka aja Apalagi rolenya beda kek gak penjurusan gitu ati ya,"['Sebenrnya', 'gapapa', 'ikut', 'program', 'kampus', 'merdeka', 'tapi', 'kek', 'dibagi', 'gitu', 'jgn', 'kampus', 'merdeka', 'aja', 'Apalagi', 'rolenya', 'beda', 'kek', 'gak', 'penjurusan', 'gitu', 'ati', 'ya']",sebenrnya gapapa program kampus merdeka kek dibagi gitu jgn kampus merdeka aja rolenya beda kek gak penjurusan gitu ati ya,sebenrnya gapapa program kampus merdeka kek dibagi gitu jgn kampus merdeka aja rolenya beda kek gak penjurusan gitu ati ya,sebenrnya gapapa program kampus merdeka kek dibagi gitu jgn kampus merdeka aja rolenya beda kek gak penjurusan gitu ati ya,sebenrnya gapapa program kampus merdeka kek bagi gitu jgn kampus merdeka aja rolenya beda kek gak jurus gitu ati ya
29,"wkwkwk ok deh nanti kalau gue udah punya anak,anak gue dari kecil udah gue suruh ikut program kampus merdeka ( magang ) biar punya pengalaman bejibunnn sedari dini",Mendukung,wkwkwk ok deh nanti kalau gue udah punya anak anak gue dari kecil udah gue suruh ikut program kampus merdeka ( magang ) biar punya pengalaman bejibunnn sedari dini,wkwkwk ok deh nanti kalau gue udah punya anak anak gue dari kecil udah gue suruh ikut program kampus merdeka ( magang ) biar punya pengalaman bejibunnn sedari dini,wkwkwk ok deh nanti kalau gue udah punya anak anak gue dari kecil udah gue suruh ikut program kampus merdeka  magang  biar punya pengalaman bejibunnn sedari dini,"['wkwkwk', 'ok', 'deh', 'nanti', 'kalau', 'gue', 'udah', 'punya', 'anak', 'anak', 'gue', 'dari', 'kecil', 'udah', 'gue', 'suruh', 'ikut', 'program', 'kampus', 'merdeka', 'magang', 'biar', 'punya', 'pengalaman', 'bejibunnn', 'sedari', 'dini']",ok deh gue udah anak anak gue udah gue suruh program kampus merdeka magang biar pengalaman bejibunnn sedari,ok deh gue udah anak anak gue udah gue suruh program kampus merdeka magang biar pengalaman bejibunnn sedari,ok deh gue udah anak anak gue udah gue suruh program kampus merdeka magang biar pengalaman bejibunnn sedari,ok deh gue udah anak anak gue udah gue suruh program kampus merdeka magang biar alam bejibunnn dar
30,@collegemenfess Mending ikut program kampus merdeka wkwk,Mendukung,Mending ikut program kampus merdeka wkwk,Mending ikut program kampus merdeka wkwk,Mending ikut program kampus merdeka wkwk,"['Mending', 'ikut', 'program', 'kampus', 'merdeka', 'wkwk']",mending program kampus merdeka,mending program kampus merdeka,mending program kampus merdeka,mending program kampus merdeka
31,"Udah di jaman gak butuh organisasi sebagai pengalaman di kampus. Ada yg namanya magang di luar kampus, apalagi skrg ada kurikulum baru + program pemerintah utk mahasiswa lebih memiliki banyak pengalaman yg bagus kaya MSIB, MBKM itu lebih bermanfaat dibanding join ormawa.",Mendukung,Udah di jaman gak butuh organisasi sebagai pengalaman di kampus. Ada yg namanya magang di luar kampus apalagi skrg ada kurikulum baru + program pemerintah utk mahasiswa lebih memiliki banyak pengalaman yg bagus kaya MSIB MBKM itu lebih bermanfaat dibanding join ormawa.,Udah di jaman gak butuh organisasi sebagai pengalaman di kampus. Ada yg namanya magang di luar kampus apalagi skrg ada kurikulum baru + program pemerintah utk mahasiswa lebih memiliki banyak pengalaman yg bagus kaya MSIB MBKM itu lebih bermanfaat dibanding join ormawa.,Udah di jaman gak butuh organisasi sebagai pengalaman di kampus Ada yg namanya magang di luar kampus apalagi skrg ada kurikulum baru  program pemerintah utk mahasiswa lebih memiliki banyak pengalaman yg bagus kaya MSIB MBKM itu lebih bermanfaat dibanding join ormawa,"['Udah', 'di', 'jaman', 'gak', 'butuh', 'organisasi', 'sebagai', 'pengalaman', 'di', 'kampus', 'Ada', 'yg', 'namanya', 'magang', 'di', 'luar', 'kampus', 'apalagi', 'skrg', 'ada', 'kurikulum', 'baru', 'program', 'pemerintah', 'utk', 'mahasiswa', 'lebih', 'memiliki', 'banyak', 'pengalaman', 'yg', 'bagus', 'kaya', 'MSIB', 'MBKM', 'itu', 'lebih', 'bermanfaat', 'dibanding', 'join', 'ormawa']",udah jaman gak butuh organisasi pengalaman kampus yg namanya magang kampus kurikulum program pemerintah utk mahasiswa memiliki pengalaman yg bagus kaya msib mbkm bermanfaat dibanding join ormawa,udah jaman gak butuh organisasi pengalaman kampus yg namanya magang kampus kurikulum program pemerintah utk mahasiswa memiliki pengalaman yg bagus kaya msib mbkm bermanfaat dibanding join ormawa,udah jaman gak butuh organisasi pengalaman kampus yg namanya magang kampus kurikulum program pemerintah utk mahasiswa memiliki pengalaman yg bagus kaya msib mbkm bermanfaat dibanding join ormawa,udah jaman gak butuh organisasi alam kampus yg nama magang kampus kurikulum program perintah utk mahasiswa milik alam yg bagus kaya msib mbkm manfaat banding join ormawa
32,"@collegemenfess mbkm sama msib itu program kampus merdeka. kemarin aku cari info di instagramnya atau biasanya instagram kampus juga suka sediain informasi terkait begituan, sama grup tele.",Mendukung,mbkm sama msib itu program kampus merdeka. kemarin aku cari info di instagramnya atau biasanya instagram kampus juga suka sediain informasi terkait begituan sama grup tele.,mbkm sama msib itu program kampus merdeka. kemarin aku cari info di instagramnya atau biasanya instagram kampus juga suka sediain informasi terkait begituan sama grup tele.,mbkm sama msib itu program kampus merdeka kemarin aku cari info di instagramnya atau biasanya instagram kampus juga suka sediain informasi terkait begituan sama grup tele,"['mbkm', 'sama', 'msib', 'itu', 'program', 'kampus', 'merdeka', 'kemarin', 'aku', 'cari', 'info', 'di', 'instagramnya', 'atau', 'biasanya', 'instagram', 'kampus', 'juga', 'suka', 'sediain', 'informasi', 'terkait', 'begituan', 'sama', 'grup', 'tele']",mbkm msib program kampus merdeka kemarin cari info instagramnya instagram kampus suka sediain informasi terkait begituan grup tele,mbkm msib program kampus merdeka kemarin cari info instagramnya instagram kampus suka sediain informasi terkait begituan grup tele,mbkm msib program kampus merdeka kemarin cari info instagramnya instagram kampus suka sediain informasi terkait begituan grup tele,mbkm msib program kampus merdeka kemarin cari info instagramnya instagram kampus suka ain informasi kait begitu grup tele
